latitude,longitude,datetime,Wildfire,pr,rmax,rmin,sph,srad,tmmn,tmmx,vs,bi,fm100,fm1000,erc,etr,pet,vpd
48.1284309990626,-97.276685,2018-10-09,No,3.6,100.0,78.7,0.0049,42.8,273.2,279.6,6.2,0.0,23.8,21.2,6.0,0.4,0.3,0.01
48.1284309990626,-97.276685,2018-10-10,No,11.7,100.0,86.9,0.00343,69.9,270.9,273.3,8.8,0.0,25.4,22.0,3.0,0.5,0.4,0.02
48.1284309990626,-97.276685,2018-10-11,No,0.0,100.0,76.6,0.00288,99.0,261.5,272.5,4.9,17.0,24.5,21.9,10.0,0.2,0.3,0.0
48.1284309990626,-97.276685,2018-10-12,No,1.3,100.0,54.4,0.00319,124.2,261.7,278.2,3.5,0.0,23.3,21.9,7.0,0.7,0.6,0.06
48.1284309990626,-97.276685,2018-10-13,No,0.0,90.4,64.6,0.00359,56.1,273.0,277.7,5.6,21.0,21.8,21.9,12.0,1.4,1.0,0.16
48.1284309990626,-97.276685,2018-10-14,No,1.1,100.0,56.6,0.00273,51.6,266.5,275.5,4.4,0.0,21.5,22.1,8.0,1.0,0.7,0.11
48.1284309990626,-97.276685,2018-10-15,No,0.0,100.0,40.2,0.00315,122.9,265.5,281.8,5.0,24.0,20.8,22.0,17.0,2.0,1.3,0.23
48.1284309990626,-97.276685,2018-10-16,No,0.0,100.0,63.1,0.00344,92.7,269.4,277.4,5.6,23.0,20.7,22.0,14.0,1.0,0.7,0.1
48.1284309990626,-97.276685,2018-10-17,No,0.0,100.0,41.6,0.00327,131.5,268.7,281.9,3.8,22.0,20.2,21.6,18.0,1.9,1.3,0.27
48.1284309990626,-97.276685,2018-10-18,No,0.0,100.0,21.0,0.00499,134.2,274.6,297.0,5.2,29.0,19.3,21.2,22.0,6.1,3.8,1.03
48.1284309990626,-97.276685,2018-10-19,No,0.0,100.0,44.7,0.00467,131.7,270.3,286.3,6.7,31.0,19.3,21.2,20.0,2.3,1.5,0.26
48.1284309990626,-97.276685,2018-10-20,No,0.0,82.4,41.4,0.00245,112.8,269.1,277.8,5.4,29.0,17.4,20.9,21.0,2.2,1.4,0.26
48.1284309990626,-97.276685,2018-10-21,No,0.0,92.6,19.7,0.00289,129.8,269.7,289.0,3.5,27.0,16.2,20.7,25.0,3.7,2.3,0.68
48.1284309990626,-97.276685,2018-10-22,No,0.0,100.0,41.3,0.00336,108.7,266.2,282.4,4.8,27.0,17.2,20.6,22.0,1.8,1.2,0.23
48.1284309990626,-97.276685,2018-10-23,No,0.0,100.0,48.0,0.00331,125.6,265.8,280.3,2.1,19.0,18.1,20.6,21.0,1.0,0.7,0.16
48.1284309990626,-97.276685,2018-10-24,No,1.9,100.0,32.6,0.00358,113.5,270.6,286.3,5.6,0.0,18.7,20.4,14.0,3.3,2.0,0.44
48.1284309990626,-97.276685,2018-10-25,No,3.0,88.0,71.4,0.0057,43.2,280.0,283.1,3.6,0.0,18.7,20.4,12.0,1.4,0.9,0.2
48.1284309990626,-97.276685,2018-10-26,No,3.0,100.0,68.3,0.0061,55.7,273.5,284.7,1.5,0.0,20.0,20.6,11.0,0.5,0.5,0.03
48.1284309990626,-97.276685,2018-10-27,No,10.0,100.0,79.1,0.00524,81.5,272.3,280.5,2.5,0.0,22.4,21.6,6.0,0.3,0.3,0.0
48.1284309990626,-97.276685,2018-10-28,No,0.0,100.0,60.2,0.00433,114.0,272.2,281.3,3.4,19.0,21.9,21.7,15.0,1.0,0.7,0.14
36.9504999990934,-113.7971,2016-06-02,No,0.0,16.8,3.7,0.00239,354.9,292.1,313.4,2.5,74.0,2.7,5.1,102.0,11.6,8.3,4.48
36.9504999990934,-113.7971,2016-06-03,No,0.0,16.0,3.7,0.00255,352.7,293.0,314.6,1.3,62.0,2.5,4.9,103.0,8.4,6.6,4.75
36.9504999990934,-113.7971,2016-06-04,No,0.0,16.8,3.8,0.00282,351.5,294.8,315.8,2.2,72.0,2.3,4.7,104.0,11.1,8.1,5.17
36.9504999990934,-113.7971,2016-06-05,No,0.0,16.9,3.6,0.00269,351.0,295.0,316.0,4.2,95.0,2.2,4.6,105.0,16.2,10.9,5.24
36.9504999990934,-113.7971,2016-06-06,No,0.0,16.6,4.2,0.00266,352.0,294.5,313.5,3.6,89.0,2.2,4.5,106.0,14.2,9.8,4.59
36.9504999990934,-113.7971,2016-06-07,No,0.0,18.4,5.0,0.00312,348.5,294.7,313.8,2.6,77.0,2.2,4.3,106.0,11.8,8.5,4.57
36.9504999990934,-113.7971,2016-06-08,No,0.0,20.1,5.9,0.00377,345.2,296.6,314.3,3.0,81.0,2.3,4.3,106.0,12.9,9.1,4.85
36.9504999990934,-113.7971,2016-06-09,No,0.0,21.9,6.6,0.0037,349.8,295.3,312.0,5.1,104.0,2.5,4.2,106.0,16.7,11.2,4.15
36.9504999990934,-113.7971,2016-06-10,No,1.4,30.1,9.9,0.00459,335.6,292.9,310.7,5.0,0.0,3.5,4.3,77.0,15.2,10.4,3.52
36.9504999990934,-113.7971,2016-06-11,No,1.2,43.5,17.7,0.00597,301.6,291.4,308.3,4.1,0.0,4.4,4.4,74.0,11.3,8.0,3.21
36.9504999990934,-113.7971,2016-06-12,No,0.0,32.0,11.8,0.00465,348.3,291.4,308.1,4.8,93.0,4.3,4.4,99.0,14.0,9.7,3.32
36.9504999990934,-113.7971,2016-06-13,No,0.0,26.2,9.5,0.00368,337.4,291.1,307.6,3.3,78.0,4.1,4.4,100.0,11.5,8.2,3.3
36.9504999990934,-113.7971,2016-06-14,No,0.0,22.1,7.4,0.00319,351.9,292.2,307.9,4.6,94.0,3.7,4.4,102.0,14.4,9.9,3.45
36.9504999990934,-113.7971,2016-06-15,No,0.0,20.7,7.2,0.003,354.7,290.5,308.6,6.5,114.0,3.4,4.3,103.0,17.1,11.4,3.41
36.9504999990934,-113.7971,2016-06-16,No,0.0,22.9,8.1,0.00321,353.5,290.4,307.3,4.8,97.0,3.3,4.3,103.0,14.4,9.8,3.19
36.9504999990934,-113.7971,2016-06-17,No,0.0,22.0,7.4,0.00334,352.0,294.5,309.7,4.7,97.0,3.2,4.2,104.0,14.8,10.1,3.95
36.9504999990934,-113.7971,2016-06-18,No,0.0,17.0,5.0,0.00275,347.8,294.9,312.0,3.6,89.0,2.9,4.0,106.0,13.7,9.5,4.4
36.9504999990934,-113.7971,2016-06-19,No,0.0,14.7,3.7,0.00268,334.1,296.0,315.5,2.1,73.0,2.6,3.9,108.0,10.8,7.8,5.03
36.9504999990934,-113.7971,2016-06-20,No,0.0,18.2,5.2,0.00387,348.9,297.4,317.3,2.1,72.0,2.5,3.9,108.0,11.1,8.2,5.66
36.9504999990934,-113.7971,2016-06-21,No,0.0,15.4,4.1,0.00322,327.5,297.5,317.3,2.4,77.0,2.3,3.8,109.0,11.9,8.5,5.56
36.9504999990934,-113.7971,2016-06-22,No,0.0,18.8,6.1,0.00397,346.1,298.4,316.1,4.2,96.0,2.4,3.7,108.0,15.7,10.7,5.39
36.9504999990934,-113.7971,2016-06-23,No,0.0,19.2,6.1,0.00383,347.7,295.6,315.5,3.9,93.0,2.4,3.7,109.0,15.0,10.3,5.08
36.9504999990934,-113.7971,2016-06-24,No,0.0,16.8,5.2,0.00327,349.4,296.6,314.3,3.6,90.0,2.3,3.6,110.0,14.2,9.8,4.92
36.9504999990934,-113.7971,2016-06-25,No,0.0,17.3,4.9,0.00318,350.6,295.9,314.6,1.6,68.0,2.3,3.5,110.0,9.3,7.1,4.93
36.9504999990934,-113.7971,2016-06-26,No,0.0,16.2,4.1,0.00313,351.0,296.0,316.5,1.2,65.0,2.2,3.4,111.0,8.4,6.7,5.29
36.9504999990934,-113.7971,2016-06-27,No,0.0,17.2,4.8,0.0036,347.6,296.4,317.2,2.9,83.0,2.2,3.4,111.0,13.1,9.3,5.32
36.9504999990934,-113.7971,2016-06-28,No,0.7,21.7,8.7,0.00479,304.6,297.9,313.9,2.4,74.0,2.4,3.3,109.0,10.8,7.8,4.59
36.9504999990934,-113.7971,2016-06-29,No,0.6,27.4,9.6,0.00561,323.1,297.2,315.2,1.8,66.0,2.9,3.4,107.0,9.7,7.4,4.56
36.9504999990934,-113.7971,2016-06-30,No,3.4,44.3,14.3,0.00723,295.8,293.6,312.3,2.6,0.0,5.1,3.9,75.0,10.3,7.6,3.7
36.9504999990934,-113.7971,2016-07-01,No,3.2,47.5,17.4,0.00707,306.9,291.1,308.7,1.7,0.0,5.8,4.1,73.0,8.1,6.4,2.79
36.9504999990934,-113.7971,2016-07-02,No,0.0,50.7,20.3,0.00776,320.2,291.3,308.3,3.6,74.0,6.0,4.3,94.0,10.8,7.9,2.81
36.9504999990934,-113.7971,2016-07-03,No,0.0,37.5,14.9,0.00726,321.4,296.1,311.1,3.6,78.0,5.6,4.3,96.0,12.4,8.9,3.9
36.9504999990934,-113.7971,2016-07-04,No,0.0,28.8,10.0,0.00558,323.9,296.2,313.0,4.0,85.0,5.0,4.4,98.0,14.0,9.7,4.53
36.9504999990934,-113.7971,2016-07-05,No,0.0,22.0,5.8,0.00381,327.7,293.1,313.2,4.5,94.0,4.2,4.3,101.0,15.6,10.5,4.43
36.9504999990934,-113.7971,2016-07-06,No,0.0,18.5,4.9,0.00312,331.3,293.7,312.5,4.9,101.0,3.6,4.3,103.0,16.1,10.8,4.21
36.9504999990934,-113.7971,2016-07-07,No,0.0,22.6,6.7,0.00396,329.1,293.6,311.9,4.3,94.0,3.4,4.1,104.0,14.7,10.0,4.07
36.9504999990934,-113.7971,2016-07-08,No,0.0,22.5,6.6,0.00408,323.6,295.7,312.9,4.6,97.0,3.2,4.0,105.0,15.4,10.4,4.47
36.9504999990934,-113.7971,2016-07-09,No,0.0,20.3,6.0,0.00378,317.7,296.0,312.7,4.9,102.0,3.0,3.9,106.0,16.1,10.8,4.51
36.9504999990934,-113.7971,2016-07-10,No,0.0,20.4,5.8,0.00344,329.2,294.8,311.1,4.5,98.0,2.9,3.8,107.0,15.0,10.1,4.2
36.9504999990934,-113.7971,2016-07-11,No,0.0,19.2,4.2,0.00283,332.2,293.1,311.1,3.0,83.0,2.7,3.8,108.0,12.1,8.5,4.08
36.9504999990934,-113.7971,2016-07-12,No,0.0,17.5,3.7,0.00278,332.0,293.8,312.9,3.4,88.0,2.5,3.8,109.0,13.3,9.2,4.44
36.9504999990934,-113.7971,2016-07-13,No,0.0,17.8,3.9,0.00301,330.1,295.7,313.4,3.1,85.0,2.4,3.7,109.0,12.8,8.9,4.56
36.9504999990934,-113.7971,2016-07-14,No,0.0,20.5,5.1,0.00383,325.6,296.5,314.9,2.9,82.0,2.4,3.6,109.0,12.3,8.7,4.99
36.9504999990934,-113.7971,2016-07-15,No,0.0,18.3,4.4,0.00354,325.3,298.5,315.5,3.9,95.0,2.4,3.5,110.0,14.9,10.1,5.4
36.9504999990934,-113.7971,2016-07-16,No,0.0,15.3,3.8,0.00292,326.0,298.3,314.5,4.8,107.0,2.2,3.4,111.0,16.5,11.0,5.09
36.9504999990934,-113.7971,2016-07-17,No,0.0,17.1,4.7,0.00342,321.0,297.4,313.5,5.1,110.0,2.2,3.3,111.0,17.1,11.3,4.51
36.9504999990934,-113.7971,2016-07-18,No,0.0,25.0,9.5,0.00534,313.5,297.6,313.1,4.7,101.0,2.6,3.4,109.0,15.3,10.4,4.37
36.9504999990934,-113.7971,2016-07-19,No,0.0,27.7,9.9,0.00587,313.1,299.3,314.0,4.2,93.0,2.9,3.4,108.0,14.4,9.9,4.77
36.9504999990934,-113.7971,2016-07-20,No,0.0,26.0,8.7,0.00552,310.5,299.0,314.5,3.3,84.0,3.0,3.4,108.0,12.8,9.0,4.79
36.9504999990934,-113.7971,2016-07-21,No,0.0,27.2,8.7,0.00588,311.9,298.3,315.7,3.0,81.0,3.1,3.4,108.0,12.4,8.8,5.02
36.9504999990934,-113.7971,2016-07-22,No,0.0,24.5,7.6,0.00562,312.7,300.7,316.7,2.9,81.0,3.1,3.3,108.0,12.6,8.9,5.62
36.9504999990934,-113.7971,2016-07-23,No,0.0,21.1,5.8,0.00475,315.2,300.2,316.9,3.0,83.0,2.9,3.3,109.0,12.8,9.0,5.6
36.9504999990934,-113.7971,2016-07-24,No,0.0,21.6,6.6,0.00485,313.5,300.0,315.6,3.8,92.0,2.9,3.3,109.0,14.5,9.9,5.23
36.9504999990934,-113.7971,2016-07-25,No,0.0,23.2,7.4,0.00521,308.9,299.1,315.2,3.2,85.0,2.9,3.3,109.0,13.0,9.1,4.99
36.9504999990934,-113.7971,2016-07-26,No,0.0,24.4,7.5,0.00559,309.7,300.0,316.5,1.9,69.0,2.9,3.3,109.0,9.8,7.3,5.43
36.9504999990934,-113.7971,2016-07-27,No,0.0,21.9,6.1,0.00524,308.6,301.7,318.6,1.7,69.0,2.8,3.3,110.0,9.5,7.2,6.1
36.9504999990934,-113.7971,2016-07-28,No,0.0,22.3,6.3,0.00538,297.0,301.3,319.1,1.5,66.0,2.8,3.2,110.0,8.8,6.7,6.16
36.9504999990934,-113.7971,2016-07-29,No,0.0,24.5,7.0,0.00553,287.1,300.9,317.4,1.7,68.0,2.9,3.2,110.0,9.1,6.8,5.5
36.9504999990934,-113.7971,2016-07-30,No,4.6,36.3,11.4,0.00685,302.8,296.0,313.6,2.9,0.0,5.1,3.7,77.0,11.6,8.3,3.81
36.9504999990934,-113.7971,2016-07-31,No,5.3,50.4,20.1,0.00929,299.1,294.9,310.7,3.3,0.0,7.6,4.5,68.0,10.9,7.9,3.17
36.9504999990934,-113.7971,2016-08-01,No,0.0,49.8,21.0,0.00933,275.4,294.0,311.2,2.4,60.0,7.2,4.7,89.0,9.0,6.8,3.13
36.9504999990934,-113.7971,2016-08-02,No,0.0,49.8,19.9,0.00972,286.1,295.8,312.2,2.7,64.0,6.8,4.8,90.0,9.9,7.4,3.46
36.9504999990934,-113.7971,2016-08-03,No,9.6,55.5,21.7,0.0097,264.1,292.9,311.9,2.9,0.0,9.7,5.9,60.0,9.7,7.1,3.17
36.9504999990934,-113.7971,2016-08-04,No,0.7,54.9,29.3,0.00975,242.5,295.2,303.3,1.9,0.0,9.7,6.3,58.0,6.9,5.4,2.15
36.9504999990934,-113.7971,2016-08-05,No,2.3,49.4,21.2,0.0089,280.0,295.1,310.6,3.2,60.0,8.8,6.4,78.0,10.2,7.4,3.4
36.9504999990934,-113.7971,2016-08-06,No,0.0,40.2,16.7,0.00775,281.8,295.8,312.1,3.4,66.0,7.6,6.3,83.0,11.2,8.0,3.85
36.9504999990934,-113.7971,2016-08-07,No,0.0,35.6,13.8,0.007,286.7,295.9,312.9,4.4,78.0,6.7,6.2,86.0,13.5,9.3,4.27
36.9504999990934,-113.7971,2016-08-08,No,0.0,28.3,9.7,0.00523,289.1,295.0,312.9,4.2,79.0,5.7,6.2,89.0,13.7,9.3,4.17
36.9504999990934,-113.7971,2016-08-09,No,0.0,28.9,11.2,0.00545,286.0,294.8,312.1,5.4,90.0,5.2,6.2,89.0,15.3,10.2,3.82
36.9504999990934,-113.7971,2016-08-10,No,0.6,37.7,15.9,0.00661,276.7,293.5,309.2,4.8,84.0,5.1,5.9,89.0,13.0,8.9,3.5
36.9504999990934,-113.7971,2016-08-11,No,0.0,28.3,9.6,0.00463,288.8,293.4,310.4,2.7,67.0,4.7,5.8,92.0,10.2,7.3,3.78
36.9504999990934,-113.7971,2016-08-12,No,0.0,24.9,7.1,0.00409,286.1,296.0,312.7,1.3,56.0,4.2,5.7,94.0,7.3,5.6,4.5
36.9504999990934,-113.7971,2016-08-13,No,0.0,21.1,5.0,0.00352,287.8,294.5,314.5,1.9,63.0,3.7,5.6,97.0,9.0,6.6,4.73
36.9504999990934,-113.7971,2016-08-14,No,0.0,20.2,4.7,0.00361,285.9,296.4,315.5,2.6,72.0,3.3,5.4,99.0,11.0,7.7,5.05
36.9504999990934,-113.7971,2016-08-15,No,0.0,21.6,6.0,0.00392,285.5,296.7,314.9,2.7,73.0,3.2,5.3,99.0,11.0,7.7,4.93
39.8561699990717,-120.3316,2014-07-10,No,0.0,55.6,16.2,0.00618,344.3,284.3,303.8,2.3,59.0,6.0,5.9,87.0,8.3,6.6,2.03
39.8561699990717,-120.3316,2014-07-11,No,0.0,55.7,18.6,0.00615,277.0,284.2,301.7,3.7,69.0,6.1,5.9,86.0,8.8,6.5,1.79
39.8561699990717,-120.3316,2014-07-12,No,0.0,62.3,16.2,0.00677,332.2,284.0,305.3,2.3,59.0,6.3,6.0,87.0,8.5,6.6,2.15
39.8561699990717,-120.3316,2014-07-13,No,0.0,53.3,13.4,0.00652,338.0,285.8,307.4,2.5,62.0,6.1,6.0,87.0,9.5,7.2,2.56
39.8561699990717,-120.3316,2014-07-14,No,0.0,48.3,12.1,0.00617,333.8,286.4,307.8,3.2,70.0,5.8,6.1,88.0,10.7,7.9,2.7
39.8561699990717,-120.3316,2014-07-15,No,0.0,49.4,14.8,0.00648,289.8,286.8,305.9,4.3,77.0,5.8,6.0,87.0,11.0,7.8,2.39
39.8561699990717,-120.3316,2014-07-16,No,0.0,60.5,20.0,0.00772,291.2,286.5,304.5,4.6,77.0,6.1,6.0,85.0,10.4,7.5,2.03
39.8561699990717,-120.3316,2014-07-17,No,4.4,64.7,19.0,0.0074,260.5,284.8,304.6,2.8,0.0,8.0,6.5,61.0,8.1,6.1,2.0
39.8561699990717,-120.3316,2014-07-18,No,2.2,68.6,20.3,0.00786,319.6,284.9,304.6,1.7,0.0,8.7,6.8,59.0,7.2,5.9,1.94
39.8561699990717,-120.3316,2014-07-19,No,0.0,58.9,17.3,0.00707,321.1,285.5,305.1,2.7,58.0,8.0,6.8,80.0,8.8,6.8,2.15
39.8561699990717,-120.3316,2014-07-20,No,1.6,65.2,28.1,0.00716,235.8,284.2,298.2,4.5,0.0,8.6,7.2,57.0,7.7,5.6,1.29
39.8561699990717,-120.3316,2014-07-21,No,5.0,83.3,34.9,0.00815,221.3,282.6,297.2,4.6,0.0,11.1,8.0,50.0,6.5,4.8,0.98
39.8561699990717,-120.3316,2014-07-22,No,0.0,88.6,30.8,0.00828,253.4,281.9,299.3,2.7,48.0,11.3,8.2,65.0,6.1,4.8,1.14
39.8561699990717,-120.3316,2014-07-23,No,0.0,63.3,18.7,0.00559,328.0,281.0,300.0,4.7,67.0,10.0,8.2,70.0,9.6,6.9,1.55
